24
9.01332      752.542      146.158
9.11332      712.743      180.182
9.21332      648.764      102.767
9.31332      574.584      118.456
9.41332      530.754      95.4868
9.51332      492.634      81.6172
9.61332      470.327      85.6997
9.71332      438.769      70.8856
9.81332      428.991      63.2228
9.91332      406.090      53.0057
10.0133      390.391      54.2640
10.1133      380.080      52.1302
10.2133      357.679      49.0456
10.3133      346.862      46.8899
10.4133      309.242      40.5105
10.5133      270.962      39.2836
10.6133      244.792      31.0748
10.7133      196.346      34.0464
10.8133      131.579      20.8232
10.9133      94.5486      20.7197
11.0133      54.8112      10.7712
11.1133      30.7773      9.21669
11.2133      13.9634      3.53863
11.3133      6.09063      2.14828
11.4133      2.28541      1.05660
11.5133     0.703941     0.528381

mass bin / number counts / error

Balrdy mass
