18  
     -18.1495      1098.63      109.863
     -18.3995      970.459      97.0459
     -18.6495      909.424      90.9424
     -18.8995      836.182      83.6182
     -19.1495      775.146      77.5146
     -19.3995      677.490      67.7490
     -19.6495      622.559      62.2559
     -19.8995      578.003      57.8003
     -20.1495      473.633      47.3633
     -20.3995      413.818      41.3818
     -20.6495      344.238      34.4238
     -20.8995      213.013      21.3013
     -21.1495      166.016      16.6016
     -21.3995      93.9941      9.39942
     -21.6495      41.8701      4.18701
     -21.8995      15.3198      1.53198
     -22.1495      7.62939     0.762939
     -22.3995      1.66626     0.166626
     -22.6495     0.333862    0.0333862

g-band -> Blanton et al. 2005
