      -2.0314960       0.0000000
      -1.9345860       0.0000000
      -1.8376760       0.0000000
      -1.7407660       0.0000000
      -1.6438560       0.0000000
      -1.5469460       0.0000000
      -1.4500360       0.0000000
      -1.3531259   -0.0015178049
      -1.2464399   -0.0033184121
      -1.1602957   -0.0027331652
      -1.0883418   -0.0024128219
     -0.99484040   -0.0045080944
     -0.89881250   -0.0046344910
     -0.78073978   -0.0056302953
     -0.66681999   -0.0079493401
     -0.56490563    -0.010815587
     -0.46610322    -0.014758922
     -0.35822181    -0.020888913
     -0.25374055    -0.026599329
     -0.14819206    -0.036997784
    -0.042470461    -0.047415216
     0.062416047    -0.059527166
      0.16356192    -0.069513858
      0.27917569    -0.082461713
      0.37897301    -0.098021969
      0.48374843     -0.10544363
      0.58880566     -0.11610911
      0.69454652     -0.12739991
      0.80056463     -0.14091442
      0.90695301     -0.15069431
      0.97017816     -0.15692234
       1.1143245     -0.16782233
       1.2219149     -0.17900010
       1.3358583     -0.19083789
       1.4498016     -0.20267568
       1.5637450     -0.21451348
       1.6776883     -0.22635127
       1.7916317     -0.23818906
       1.9055750     -0.25002685
       2.0195184     -0.26186464
       2.1334617     -0.27370244
       2.2474051     -0.28554023
       2.3613485     -0.29737802
       2.4752918     -0.30921581
       2.5892352     -0.32105361
       2.7031785     -0.33289140
       2.8171219     -0.34472919
       2.9310652     -0.35656698
       3.0450086     -0.36840477
       3.1589519     -0.38024257
       3.2728953     -0.39208036
       3.3868386     -0.40391815
       3.5007820     -0.41575594
       3.6147253     -0.42759374
       3.7286687     -0.43943153
       3.8426120     -0.45126932
       3.9565554     -0.46310711
       4.0704987     -0.47494490
       4.1844421     -0.48678270
