19
     -19.1500      860.596      86.0596
     -19.4000      775.146      77.5146
     -19.6500      726.318      72.6318
     -19.9000      634.766      63.4766
     -20.1500      634.766      63.4766
     -20.4000      589.600      58.9600
     -20.6500      569.458      56.9458
     -20.9000      521.240      52.1240
     -21.1500      476.685      47.6685
     -21.4000      418.091      41.8091
     -21.6500      379.639      37.9639
     -21.9000      297.241      29.7241
     -22.1500      227.051      22.7051
     -22.4000      151.978      15.1978
     -22.6500      79.9561      7.99560
     -22.9000      46.5698      4.65698
     -23.1500      18.3105      1.83105
     -23.4000      10.3149      1.03149
     -23.6500      3.06396     0.306396
     -23.9000     0.339355    0.0339355

z-band -> Blanton et al. 2005
