       9.5500000       0.0000000
       9.6500000       0.0000000
       9.7538815    0.0012053600
       9.8676668    0.0025177600
       9.9581149    0.0043584000
       10.053176     0.011948720
       10.161679     0.043650960
       10.258779      0.16712456
       10.354253      0.16830600
       10.449730      0.13527008
       10.548084      0.12913696
       10.650687      0.10141160
       10.750013     0.083660800
       10.849408     0.069835280
       10.949430     0.057625600
       11.049357     0.047259520
       11.149100     0.039020240
       11.248569     0.031535920
       11.347861     0.026347680
       11.448041     0.021719680
       11.548346     0.017700880
       11.648436     0.014521840
       11.748621     0.011852480
       11.848377    0.0097381600
       11.948203    0.0080076000
       12.048033    0.0065344800
       12.148223    0.0053818400
       12.248345    0.0044132800
       12.348445    0.0036142400
       12.448515    0.0029460000
       12.548383    0.0024012800
       12.648191    0.0019680800
       12.748218    0.0016091200
       12.848242    0.0012964800
       12.949027    0.0010520800
       13.047921   0.00086032000
       13.148271   0.00069496000
       13.247815   0.00055608000
       13.348651   0.00044456000
       13.448616   0.00035464000
       13.548143   0.00028432000
       13.648476   0.00022080000
       13.748295   0.00017760000
       13.848926   0.00013992000
       13.947641   0.00010424000
       14.048657   7.9120000e-05
       14.146939   5.9360000e-05
       14.244979   4.5360000e-05
       14.349031   3.3760000e-05
       14.446509   2.2160000e-05
       14.544966   1.9040000e-05
       14.646037   9.2800000e-06
       14.745208   6.8000000e-06
       14.844724   5.4400000e-06
       14.938355   2.5600000e-06
       15.043607   1.2800000e-06
       15.144785   1.0400000e-06
       15.236785   2.4000000e-07
       15.350000       0.0000000
       15.450000       0.0000000
       15.531076   1.6000000e-07
       15.650000       0.0000000
       15.750000       0.0000000
       15.850000       0.0000000
       15.950000       0.0000000
