      -4.0000000      -10.650065
      -3.9913100      -10.615328
      -3.9826300      -10.580602
      -3.9739600      -10.545899
      -3.9652500      -10.511102
      -3.9565600      -10.476347
      -3.9478800      -10.441637
      -3.9391900      -10.406870
      -3.9305200      -10.372182
      -3.9218300      -10.337448
      -3.9131400      -10.302700
      -3.9044500      -10.267937
      -3.8957900      -10.233276
      -3.8870900      -10.198516
      -3.8784100      -10.163782
      -3.8697000      -10.128982
      -3.8610300      -10.094308
      -3.8523500      -10.059596
      -3.8436600      -10.024846
      -3.8349600      -9.9900685
      -3.8262900      -9.9553718
      -3.8175900      -9.9205873
      -3.8089100      -9.8858950
      -3.8002200      -9.8511384
      -3.7915300      -9.8164093
      -3.7828600      -9.7817138
      -3.7741700      -9.7469916
      -3.7654800      -9.7122462
      -3.7567900      -9.6774926
      -3.7481200      -9.6428120
      -3.7394300      -9.6080708
      -3.7307400      -9.5733507
      -3.7220500      -9.5385901
      -3.7133600      -9.5038722
      -3.7046700      -9.4691417
      -3.6959800      -9.4343985
      -3.6873100      -9.3997297
      -3.6786300      -9.3650059
      -3.6699300      -9.3302530
      -3.6612400      -9.2955280
      -3.6525700      -9.2608514
      -3.6438800      -9.2260975
      -3.6351900      -9.1913532
      -3.6265000      -9.1566689
      -3.6178200      -9.1219730
      -3.6091400      -9.0872266
      -3.6004500      -9.0525244
      -3.5917600      -9.0178005
      -3.5830800      -8.9831073
      -3.5743800      -8.9483709
      -3.5657000      -8.9136908
      -3.5570200      -8.8789952
      -3.5483400      -8.8442983
      -3.5396400      -8.8095682
      -3.5309600      -8.7748650
      -3.5222700      -8.7401568
      -3.5135800      -8.7054576
      -3.5049000      -8.6707802
      -3.4962200      -8.6361059
      -3.4875300      -8.6013678
      -3.4788500      -8.5667210
      -3.4701600      -8.5320093
      -3.4614800      -8.4973162
      -3.4527900      -8.4626450
      -3.4441100      -8.4279803
      -3.4354200      -8.3932731
      -3.4267300      -8.3586002
      -3.4180500      -8.3239389
      -3.4093600      -8.2892432
      -3.4006700      -8.2545862
      -3.3919900      -8.2198981
      -3.3833000      -8.1852419
      -3.3746200      -8.1505749
      -3.3659300      -8.1159112
      -3.3572500      -8.0812711
      -3.3485600      -8.0466013
      -3.3398700      -8.0119741
      -3.3311900      -7.9773022
      -3.3225000      -7.9426703
      -3.3138100      -7.9080156
      -3.3051300      -7.8734054
      -3.2964400      -7.8387532
      -3.2877500      -7.8041198
      -3.2790700      -7.7695171
      -3.2703800      -7.7348714
      -3.2617000      -7.7002821
      -3.2530200      -7.6656719
      -3.2443300      -7.6310604
      -3.2356400      -7.5964561
      -3.2269500      -7.5618495
