       9.5500000       0.0000000
       9.6500000       0.0000000
       9.7498343     0.017636000
       9.8654624     0.025119760
       9.9571077     0.034146080
       10.050879     0.073452000
       10.153066      0.13648800
       10.253204      0.15770184
       10.354101      0.12970568
       10.449809      0.10391464
       10.548169      0.10005360
       10.650673     0.079164560
       10.750013     0.065583200
       10.849529     0.054577440
       10.949470     0.045245040
       11.049279     0.036856320
       11.149146     0.030448880
       11.248539     0.024589840
       11.347690     0.020484880
       11.448125     0.016864080
       11.548438     0.013594960
       11.648289     0.011225680
       11.748553    0.0092408000
       11.848391    0.0074319200
       11.948103    0.0061412000
       12.048268    0.0050068000
       12.148317    0.0041237600
       12.248441    0.0033312800
       12.348342    0.0027300800
       12.448475    0.0022213600
       12.548412    0.0017993600
       12.648187    0.0014507200
       12.748159    0.0011796800
       12.848085   0.00096168000
       12.947983   0.00076576000
       13.047898   0.00062168000
       13.149053   0.00049080000
       13.248331   0.00038376000
       13.347976   0.00031816000
       13.448106   0.00024256000
       13.548398   0.00019224000
       13.648809   0.00015344000
       13.747979   0.00011080000
       13.847471   8.8720000e-05
       13.949214   6.6800000e-05
       14.047594   4.6320000e-05
       14.150163   3.4240000e-05
       14.244302   2.4880000e-05
       14.346495   1.8880000e-05
       14.447504   1.2000000e-05
       14.547655   7.7600000e-06
       14.643413   4.5600000e-06
       14.746362   3.2800000e-06
       14.850977   1.4400000e-06
       14.935456   9.6000000e-07
       15.049841   5.6000000e-07
       15.150000       0.0000000
       15.250000       0.0000000
       15.351398   1.6000000e-07
       15.450000       0.0000000
       15.550000       0.0000000
       15.650000       0.0000000
       15.750000       0.0000000
       15.850000       0.0000000
       15.950000       0.0000000
