0.418011514	0.593410598	0.725004327	0.817723429	0.880965383	0.92314926	0.950762967	0.968557441	0.979901867	0.987100342	0.991676904	0.99463221	0.996550034
0.46056931	0.626995401	0.749424403	0.834810014	0.892637019	0.930967984	0.955912713	0.97190655	0.982065337	0.988496542	0.992579875	0.995214824	0.996924567
0.501410209	0.658397856	0.771979623	0.850470168	0.903265648	0.938044917	0.960548586	0.974908777	0.983999373	0.989742726	0.993385221	0.995734339	0.997258509
0.540293156	0.687657772	0.792770574	0.86480055	0.91293018	0.944441444	0.964716956	0.977597817	0.985727444	0.99085472	0.994103408	0.996197557	0.997556243
0.577073215	0.714839786	0.811899832	0.877894066	0.921705161	0.950215094	0.968460862	0.980004557	0.987270821	0.991846754	0.994743802	0.996610553	0.997821684
0.611679194	0.740025499	0.829469781	0.889839484	0.929660867	0.955419672	0.971820125	0.982157225	0.988648742	0.992731608	0.995314781	0.996978753	0.998058325
0.644095293	0.763307484	0.845581041	0.90072124	0.936863419	0.960105387	0.974831486	0.984081542	0.989878566	0.993520744	0.995823833	0.997307001	0.998269285
0.67434645	0.784784763	0.860331379	0.91061937	0.943374925	0.964318981	0.977528731	0.98580088	0.990975926	0.994224429	0.996277648	0.997599623	0.998457344
0.702486859	0.804559428	0.873814982	0.919609531	0.949253609	0.96810384	0.979942833	0.987336422	0.991954881	0.994851852	0.9966822	0.997860475	0.998624984
0.728591075	0.822734164	0.886122007	0.927763085	0.954553948	0.971500127	0.982102101	0.98870732	0.99282805	0.995411233	0.997042824	0.998093001	0.99877442
0.752747207	0.839410449	0.897338325	0.935147208	0.9593268	0.974544902	0.984032329	0.989930855	0.993606751	0.995909918	0.997364278	0.998300272	0.998907624
0.775051761	0.854687296	0.907545421	0.941825028	0.963619525	0.977272255	0.985756957	0.991022589	0.994301121	0.996354469	0.99765081	0.998485027	0.999026359
0.795605761	0.868660388	0.916820389	0.947855753	0.967476111	0.979713448	0.987297231	0.991996512	0.994920231	0.996750745	0.997906207	0.99864971	0.999132194
0.814511879	0.881421534	0.925235994	0.95329481	0.970937294	0.981897059	0.988672358	0.992865186	0.995472196	0.997103975	0.99813385	0.998796498	0.999226529
0.831872348	0.89305834	0.932860783	0.958193972	0.97404068	0.983849135	0.989899671	0.993639871	0.995964266	0.997418828	0.998336751	0.998927336	0.999310613
0.847787466	0.903654053	0.939759203	0.962601485	0.976820883	0.985593351	0.990994778	0.994330655	0.996402916	0.997699466	0.998517596	0.999043953	0.99938556
0.862354561	0.913287522	0.945991744	0.966562184	0.979309656	0.98715117	0.991971713	0.994946566	0.99679393	0.997949602	0.998678783	0.999147896	0.999452361
0.875667313	0.922033242	0.951615066	0.97011762	0.981536045	0.988541999	0.992843074	0.995495675	0.99714247	0.99817255	0.998822447	0.999240541	0.999511901
0.887815329	0.92996144	0.956682132	0.973306181	0.983526532	0.989783356	0.993620157	0.995985197	0.99745314	0.998371261	0.998950492	0.999323115	0.99956497
0.898883916	0.937138194	0.961242336	0.976163224	0.9853052	0.990891016	0.994313081	0.996421576	0.997730049	0.998548369	0.999064615	0.999396713	0.99961227
0.90895399	0.94362557	0.965341619	0.97872121	0.986893888	0.991879165	0.994930899	0.996810564	0.997976862	0.998706221	0.99916633	0.99946231	0.999654427
0.918102088	0.949481751	0.969022595	0.981009851	0.988312353	0.992760539	0.99548171	0.997157297	0.998196846	0.99884691	0.999256985	0.999520775	0.999692002
